Date,y
5/13/2019,31350
5/13/2019,6600
5/13/2019,33550
5/13/2019,11000
5/14/2019,42900
5/14/2019,123750
5/14/2019,83600
5/14/2019,176550
5/14/2019,208450
5/14/2019,95700
5/14/2019,40150
5/14/2019,49500
5/14/2019,9350
5/14/2019,218900
5/14/2019,25850
5/14/2019,223300
5/14/2019,19250
5/14/2019,47850
5/14/2019,101750
5/14/2019,295900
5/14/2019,103400
5/14/2019,33550
5/14/2019,32450
5/14/2019,183150
5/14/2019,64350
5/14/2019,157300
5/14/2019,62700
5/14/2019,19250
5/14/2019,196900
5/14/2019,135850
5/14/2019,95700
5/14/2019,40700
5/14/2019,180400
5/14/2019,248050
5/14/2019,125400
5/14/2019,61600
5/14/2019,72050
5/14/2019,374000
5/14/2019,141350
5/14/2019,426800
5/14/2019,20900
5/14/2019,11000
5/14/2019,133100
5/14/2019,169400
5/14/2019,20900
5/14/2019,20900
5/14/2019,131450
5/14/2019,106700
5/14/2019,19250
5/14/2019,120450
5/14/2019,61050
5/14/2019,211750
5/14/2019,50050
5/14/2019,153450
5/14/2019,62700
5/14/2019,99550
5/14/2019,67650
5/14/2019,53900
5/14/2019,87450
5/14/2019,67100
5/14/2019,155100
5/14/2019,47850
5/14/2019,167750
5/14/2019,73150
5/14/2019,52250
5/14/2019,37950
5/14/2019,231000
5/14/2019,113300
5/14/2019,33000
5/14/2019,58300
5/14/2019,75900
5/14/2019,19250
5/15/2019,46200
5/15/2019,139150
5/15/2019,66000
5/15/2019,59400
5/15/2019,152350
5/15/2019,142450
5/15/2019,55000
5/15/2019,290950
5/15/2019,69850
5/15/2019,153450
5/15/2019,88000
5/15/2019,205150
5/15/2019,152350
5/15/2019,129250
5/15/2019,88550
5/15/2019,81950
5/15/2019,443300
5/15/2019,64350
5/15/2019,107250
5/15/2019,98450
5/15/2019,12100
5/15/2019,262350
5/15/2019,90750
5/15/2019,85800
5/15/2019,88550
5/15/2019,185900
5/15/2019,29700
5/15/2019,49500
5/15/2019,113300
5/15/2019,22550
5/15/2019,134750
5/15/2019,68750
5/15/2019,56650
5/15/2019,22000
5/15/2019,97900
5/15/2019,33000
5/15/2019,48400
5/15/2019,146850
5/15/2019,56100
5/15/2019,85800
5/15/2019,72600
5/15/2019,9350
5/15/2019,22000
5/15/2019,43450
5/15/2019,41800
5/15/2019,19800
5/15/2019,170500
5/15/2019,227150
5/15/2019,24200
5/15/2019,196350
5/15/2019,116050
5/15/2019,140800
5/15/2019,111650
5/15/2019,129250
5/15/2019,172150
5/15/2019,11000
5/15/2019,117700
5/15/2019,133100
5/15/2019,110550
5/15/2019,59400
5/15/2019,16500
5/15/2019,11000
5/15/2019,21725
5/16/2019,19800
5/16/2019,51700
5/16/2019,38500
5/16/2019,49500
5/16/2019,58850
5/16/2019,24750
5/16/2019,462000
5/16/2019,135850
5/16/2019,46200
5/16/2019,33000
5/16/2019,58300
5/16/2019,22000
5/16/2019,22000
5/16/2019,69300
5/16/2019,249700
5/16/2019,200750
5/16/2019,139700
5/16/2019,61600
5/16/2019,162800
5/16/2019,52250
5/16/2019,9350
5/16/2019,29150
5/16/2019,86350
5/16/2019,81950
5/16/2019,125400
5/16/2019,152900
5/16/2019,38500
5/16/2019,62700
5/16/2019,71500
5/16/2019,121000
5/16/2019,154550
5/16/2019,80300
5/16/2019,9350
5/16/2019,51150
5/16/2019,20900
5/16/2019,286550
5/16/2019,146300
5/16/2019,33000
5/16/2019,69300
5/16/2019,134750
5/16/2019,26950
5/16/2019,9900
5/16/2019,84700
5/16/2019,72600
5/16/2019,38500
5/16/2019,84150
5/16/2019,20350
5/16/2019,87450
5/16/2019,117150
5/16/2019,224950
5/16/2019,48950
5/16/2019,22000
5/16/2019,246400
5/16/2019,22000
5/16/2019,148500
5/16/2019,362450
5/16/2019,41250
5/16/2019,5500
5/17/2019,90200
5/17/2019,139700
5/17/2019,165000
5/17/2019,127050
5/17/2019,11000
5/17/2019,24200
5/17/2019,112200
5/17/2019,32450
5/17/2019,89100
5/17/2019,60500
5/17/2019,82500
5/17/2019,122100
5/17/2019,12100
5/17/2019,133100
5/17/2019,22000
5/17/2019,22000
5/17/2019,99550
5/17/2019,19250
5/17/2019,132000
5/17/2019,29150
5/17/2019,78100
5/17/2019,240350
5/17/2019,100100
5/17/2019,213950
5/17/2019,19800
5/17/2019,171050
5/17/2019,133650
5/17/2019,221650
5/17/2019,19250
5/17/2019,160050
5/17/2019,58300
5/17/2019,46200
5/17/2019,56650
5/17/2019,170500
5/17/2019,19250
5/17/2019,121000
5/17/2019,78100
5/17/2019,19800
5/17/2019,90750
5/17/2019,68750
5/17/2019,46200
5/17/2019,33000
5/17/2019,67650
5/17/2019,98450
5/17/2019,169950
5/17/2019,233200
5/17/2019,79200
5/17/2019,168850
5/17/2019,26950
5/17/2019,135850
5/17/2019,110550
5/17/2019,39050
5/17/2019,163350
5/17/2019,149600
5/17/2019,79750
5/17/2019,19800
5/17/2019,108350
5/18/2019,72600
5/18/2019,118800
5/18/2019,30800
5/18/2019,112200
5/18/2019,83050
5/18/2019,127600
5/18/2019,105050
5/18/2019,19250
5/18/2019,138050
5/18/2019,115500
5/18/2019,123750
5/18/2019,137500
5/18/2019,184250
5/18/2019,24750
5/18/2019,160600
5/18/2019,100650
5/18/2019,89650
5/18/2019,94050
5/18/2019,36300
5/18/2019,49500
5/18/2019,149050
5/18/2019,48400
5/18/2019,80850
5/18/2019,229350
5/18/2019,196350
5/18/2019,91850
5/18/2019,79750
5/18/2019,377300
5/18/2019,26400
5/18/2019,44550
5/18/2019,26400
5/18/2019,172700
5/18/2019,36300
5/18/2019,395450
5/18/2019,149600
5/18/2019,52250
5/18/2019,100100
5/18/2019,197450
5/18/2019,33000
5/18/2019,47850
5/18/2019,77000
5/18/2019,86350
5/18/2019,68200
5/18/2019,75900
5/18/2019,116600
5/18/2019,1650
5/18/2019,97900
5/18/2019,75900
5/18/2019,141350
5/18/2019,336600
5/18/2019,217250
5/18/2019,44000
5/18/2019,58850
5/18/2019,201300
5/18/2019,218900
5/18/2019,59400
5/18/2019,89100
5/18/2019,61050
5/18/2019,38500
5/18/2019,102300
5/18/2019,22000
5/18/2019,11000
5/18/2019,129800
5/18/2019,128150
5/18/2019,99550
5/18/2019,91850
5/18/2019,103400
5/18/2019,106700
5/18/2019,22000
5/18/2019,9350
5/19/2019,187000
5/19/2019,26400
5/19/2019,133650
5/19/2019,66000
5/19/2019,44000
5/19/2019,124850
5/19/2019,69850
5/19/2019,243650
5/19/2019,148500
5/19/2019,72050
5/19/2019,113850
5/19/2019,162800
5/19/2019,39600
5/19/2019,67100
5/19/2019,153450
5/19/2019,122100
5/19/2019,240900
5/19/2019,568150
5/19/2019,260150
5/19/2019,55000
5/19/2019,19800
5/19/2019,208450
5/19/2019,135300
5/19/2019,19800
5/19/2019,62700
5/19/2019,121550
5/19/2019,83050
5/19/2019,121550
5/19/2019,256300
5/19/2019,108900
5/19/2019,94600
5/19/2019,67650
5/19/2019,61600
5/19/2019,80300
5/19/2019,38500
5/19/2019,284900
5/19/2019,170500
5/19/2019,52800
5/19/2019,79750
5/19/2019,92950
5/19/2019,90750
5/19/2019,94600
5/19/2019,342100
5/19/2019,157850
5/19/2019,38500
5/19/2019,18700
5/19/2019,19800
5/19/2019,202950
5/19/2019,42350
5/19/2019,118250
5/19/2019,211750
5/19/2019,3300
5/19/2019,141900
5/19/2019,52800
5/19/2019,51150
5/19/2019,31900
5/19/2019,19800
5/19/2019,124850
5/19/2019,193600
5/19/2019,43450
5/19/2019,9350
5/19/2019,19250
5/19/2019,5500
5/19/2019,78650
5/19/2019,110550
5/20/2019,53350
5/20/2019,68750
5/20/2019,111650
5/20/2019,160050
5/20/2019,259600
5/20/2019,35750
5/20/2019,293150
5/20/2019,103400
5/20/2019,45650
5/20/2019,114950
5/20/2019,286000
5/20/2019,44550
5/20/2019,46200
5/20/2019,24750
5/20/2019,35200
5/20/2019,59400
5/20/2019,93500
5/20/2019,241450
5/20/2019,114400
5/20/2019,122650
5/20/2019,59400
5/20/2019,110000
5/20/2019,136400
5/20/2019,117700
5/20/2019,186450
5/20/2019,179300
5/20/2019,59400
5/20/2019,26400
5/20/2019,145200
5/20/2019,114950
5/20/2019,47300
5/20/2019,94050
5/20/2019,57750
5/20/2019,119900
5/20/2019,72600
5/20/2019,59950
5/20/2019,524150
5/20/2019,61600
5/20/2019,24750
5/20/2019,89100
5/20/2019,233750
5/20/2019,111650
5/20/2019,103950
5/20/2019,114400
5/20/2019,141350
5/20/2019,94600
5/20/2019,20900
5/20/2019,333300
5/20/2019,92400
5/20/2019,185350
5/20/2019,99550
5/20/2019,226050
5/20/2019,83600
5/20/2019,29150
5/20/2019,97900
5/20/2019,210100
5/20/2019,128150
5/20/2019,83050
5/20/2019,25300
5/20/2019,70400
5/20/2019,69850
5/20/2019,143000
5/20/2019,781000
5/20/2019,169950
5/20/2019,128700
5/20/2019,45100
5/20/2019,88000
5/21/2019,66000
5/21/2019,37950
5/21/2019,46750
5/21/2019,66000
5/21/2019,79750
5/21/2019,111650
5/21/2019,157850
5/21/2019,53900
5/21/2019,142450
5/21/2019,157300
5/21/2019,102300
5/21/2019,54450
5/21/2019,117150
5/21/2019,45650
5/21/2019,35200
5/21/2019,90750
5/21/2019,49500
5/21/2019,33000
5/21/2019,47300
5/21/2019,30800
5/21/2019,118250
5/21/2019,199650
5/21/2019,196900
5/21/2019,124850
5/21/2019,154550
5/21/2019,107800
5/21/2019,273350
5/21/2019,109450
5/21/2019,127600
5/21/2019,19800
5/21/2019,33000
5/21/2019,127050
5/21/2019,297550
5/21/2019,199650
5/21/2019,147950
5/21/2019,56100
5/21/2019,74250
5/21/2019,116050
5/21/2019,48400
5/21/2019,79200
5/21/2019,39600
5/21/2019,267850
5/21/2019,191950
5/21/2019,64350
5/21/2019,93500
5/21/2019,124300
5/21/2019,71500
5/21/2019,49500
5/21/2019,95150
5/21/2019,198000
5/21/2019,36300
5/21/2019,29150
5/21/2019,125400
5/21/2019,138050
5/21/2019,39050
5/21/2019,20900
5/21/2019,35750
5/21/2019,22000
5/21/2019,251350
5/21/2019,40700
5/21/2019,80300
5/21/2019,26400
5/21/2019,42900
5/21/2019,86900
5/21/2019,88000
5/21/2019,36300
5/21/2019,19250
5/21/2019,12100
5/21/2019,10450
5/22/2019,19800
5/22/2019,79200
5/22/2019,163350
5/22/2019,58300
5/22/2019,51150
5/22/2019,23100
5/22/2019,50600
5/22/2019,115500
5/22/2019,105600
5/22/2019,170500
